100
  1.994991216078E+01
  5.893060915426E-01   3.533440708405E-01  -2.712788639366E-01   3.577220766856E-02   2.420843319114E-03  -3.176758657484E-01   3.223741393671E-01  -1.926597252738E-01   3.483310142416E-02
  1.797114681086E-01  -3.914721009603E+00   2.427582486095E-01  -1.797623616543E+00   6.948634583025E-01   1.419137642491E-01   5.211196096087E-01   1.598967248377E+00  -1.228119031055E+00
 -4.325492900936E-01   6.338705294319E-01  -2.996428655750E-02   5.743955244879E-02   3.070730251854E-02   2.744689522676E-02  -3.909105972936E-01   2.021420190009E-01   5.919246418453E-01
  8.298843217872E-01  -1.680469239140E+00   8.589218203801E-02   2.750320447914E-01  -3.910044676091E-02   1.504897849119E-01  -1.467321744187E-01  -1.673509704307E-01   2.246833715467E-01
  3.086664198525E+00   1.538057914779E+00  -2.357415036780E+00  -1.502377278583E+00   1.369276593119E+00   9.531772598573E-02  -9.088908383176E-01  -1.109651143398E+00   1.614834925938E+00
  7.322764821031E-01   2.109603074353E-01   2.472590720156E-01  -2.414254691428E-01  -3.135498680055E-02  -7.448667138478E-01   5.175881828294E-01   5.596231895425E-01  -1.913173792498E-01
 -4.025754821209E+00   3.737756933637E+00  -2.535589002980E-01  -9.802730497475E-01  -1.738226979697E+00   2.415749090432E-02  -1.812912971755E+00   1.036896309777E+00   1.043627136324E+00
 -4.958250584213E-02  -7.446653786592E-02  -1.310990815539E-02   5.719733185208E-03   2.765370496262E-02   5.163862442292E-02  -3.742132965626E-02  -2.038803543113E-01   1.133277125847E-01
  6.270142039112E-01  -6.461083971491E-01  -3.774279113349E-01   3.180440147482E-01   5.500793723784E-01  -5.089015569033E-01   1.792486765753E-01  -6.803733385680E-01  -6.234022396329E-01
 -3.775103298251E+01   6.069473494867E+00   3.942717456672E+01  -4.106060711318E+00  -2.856023816126E+00  -3.802507704079E+00  -7.685710282657E+00   1.908965649808E-01   8.155877727984E+00
 -9.836575616045E-03   1.342335803352E-01   4.146134344231E-01  -1.405248631860E-01  -2.621166981596E-01  -6.931286579386E-01   3.995075972936E-01   5.834310864514E-01  -3.016291103264E-01
  7.866595726292E-02   1.119695151879E+00   2.234181081617E+00   1.914583338008E-01   1.254213054531E+00   1.222631431545E-01   2.391468113335E-01  -1.612661449308E-01   1.279825220890E+00
  7.787724122955E+00  -4.602010431807E+01   1.834415575747E+01  -3.340682635419E+00   2.936944068588E-01   3.026874237537E+00  -7.771680922377E-01   8.292660233660E+00  -1.662368332568E+00
  1.894125289250E+01  -1.184066749687E+00  -8.074467214964E+00   3.416795064553E-01  -1.639391187294E+00  -3.132790568464E+00  -5.303059314069E+00   2.928386436695E-01  -7.316236852656E-01
 -4.529932493213E-01  -4.212637721181E-02  -2.315388538742E-01   1.639774526731E-01  -1.674001027842E-01  -1.841127012906E-01   3.351015247506E-01   1.945809406631E-01   1.215354768670E-01
 -1.517551295366E+00  -1.841525924477E+00  -9.212751972341E-02   5.388548757486E-01  -5.608273798717E-01  -2.108736263996E-01   1.669257115520E-01   4.217018795193E-01  -6.949812981470E-01
  1.933756844196E+00  -2.928597192752E-01   2.868730807898E+00   3.112017501229E-01  -2.909878980608E-01  -1.868307824171E-01   4.362241679048E-01   7.497351637877E-02   6.098424311162E-01
 -2.758160085774E+00  -1.317681092257E+00   2.918454776476E+00   9.502761431266E-01   9.458780075617E-02   1.367506136529E+00  -5.940292601549E-01   2.051486673565E+00   2.708918165818E-01
  1.656198095447E-01  -5.405245365121E-01  -3.128218995517E-01   9.379041983058E-02  -7.767911657711E-01   2.954887698580E-01   8.227137530634E-01  -1.497273553161E-01  -6.547441896928E-01
 -3.794053051923E-01   2.245991087921E-02  -2.399977492845E-01  -2.841098474891E-01  -2.640103974822E-01   1.360894243087E-01  -1.844374269536E-02   2.294142214026E-01   4.065539342040E-01
  6.256934512911E-01  -3.506154686943E-01   3.094315483388E-01   1.854186149686E-01  -7.459551294520E-02  -4.704705730752E-03   1.583587845328E-01   4.146358275895E-01  -3.331357661924E-01
 -1.915860397685E-01  -1.846832907626E-02   1.011558031982E+00  -3.296617662133E-01   2.760983110928E-01  -5.559115452350E-02  -2.529651997721E-01  -3.530428262220E-01  -2.533060095022E-01
  2.970795354123E+00  -1.947838852496E+00   3.440724023251E+00  -2.068248850225E+00   6.306010522966E-01   8.398142394273E-01  -7.812792520451E-01  -2.231883729122E+00  -2.482116601178E-01
 -9.223831839810E-01   3.150087389181E-01  -4.812417661481E-01  -3.407101646122E-01   1.932473168456E-01   5.505607832141E-01   3.449882371445E-03   9.575458769516E-01  -3.339645087203E-01
 -6.913636848257E-01   6.240405648077E-01  -9.174723229561E-03  -2.634576059161E-01  -1.014096232450E-01   2.132053304180E-01  -2.829352111966E-01   1.459521492164E-01  -2.802016290600E-01
